"UAI";"Etablissement";"Référence.GALAXIE";"N..dans.le.SI.local";"Article";"Corps";"Chaire";"Section";"Section2";"Section3";"Date.de.prise.de.fonction";"Date.ouverture.cand";"Date.clôture.cand";"Profil";"Localisation";"Etat.de.vacance";"Rentrée";"Code.section"
"0333298F";"UNIVERSITE DE BORDEAUX";"345";"0819";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Epidémiologie - santé publique internationale";"BORDEAUX";"";"2018";"86"
"0333298F";"UNIVERSITE DE BORDEAUX";"347";"650";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Ingénierie des molécules à visée thérapeutique";"BORDEAUX";"";"2018";"86"
"0333298F";"UNIVERSITE DE BORDEAUX";"348";"634";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Pharmacognosie - Métabolomique";"BORDEAUX";"";"2018";"86"
"0342321N";"UNIVERSITE DE MONTPELLIER";"252 * ";"0445";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Enseignements dans le tronc commun des études depharmacie et de formations complémentaires en droit pharmaceutique,droit de la santé, bioéthique. Recherche engagé dansces disciplines";"Montpellier";"";"2018";"86"
"0342321N";"UNIVERSITE DE MONTPELLIER";"253 * ";"0081";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Chimie organique pharmaceutique ";"Montpellier";"";"2018";"86"
"0370800U";"UNIVERSITE DE TOURS";"4387";"0215";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Pharmacologie cardiovasculaire et pharmacocinétique";"Tours";"";"2018";"86"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"251 * ";"";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Enseignement en pharmacologie dans le cadre des études de pharmacie. Recherche en pharmacologie sur le thème ""Hypoxie, microcirculation et cicatrisation cutanées""";"Universite Grenoble Alpes ";"S";"2018";"86"
"0490970N";"UNIVERSITE D'ANGERS";"4308 * ";"MCF0194";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Pharmacologie, toxicologie";"ANGERS";"";"2018";"86"
"0597065J";"UNIVERSITE DE LILLE";"68 * ";"";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Pharmacologie, Sciences du médicament.";"LILLE";"";"2018";"86"
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4170 * ";"";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"";"Montigny-le-Bretonneux";"";"2018";"86"
"0911101C";"UNIVERSITE PARIS 11";"4510 * ";"";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Toxicologie";"Chatenay Malabry";"";"2018";"86"
"0911101C";"UNIVERSITE PARIS 11";"4512 * ";"";"26-I-1";"MCF";"Non";86;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit et économie pharmaceutiques";"Chatenay Malabry";"";"2018";"86"
"0333298F";"UNIVERSITE DE BORDEAUX";"349";"0617";"26-I-1";"MCF";"Non";87;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Microbiologie Clinique";"BORDEAUX";"";"2018";"87"
"0370800U";"UNIVERSITE DE TOURS";"4390";"0704";"26-I-1";"MCF";"Non";87;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Immunologie cellulaire et moléculaire. Biomédicaments";"Tours";"";"2018";"87"
"0911101C";"UNIVERSITE PARIS 11";"4511 * ";"";"26-I-1";"MCF";"Non";87;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Biotechnologie Biomédicaments et Thérapie Génique";"Chatenay Malabry";"";"2018";"87"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4522";"01 PR ID 490";"51";"PR";"Non";1;NA;NA;"01/09/2018";"01/02/2018";"08/03/2018";"Le droit dans un monde global. Approche juridique et interdisciplinaire des phénomènes dans la globalisation.";"UFR DROIT ";"";"2018";"1"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4523";"01 PR ID 492";"51";"PR";"Non";1;NA;NA;"01/09/2018";"01/02/2018";"08/03/2018";"Droit privé et sciences criminelles";"UFR DROIT ";"";"2018";"1"
"0251215K";"UNIVERSITE DE BESANCON";"4433 * ";"0998";"46-3";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit pénal";"BESANCON";"";"2018";"1"
"0290346U";"UNIV. DE BRETAGNE OCCIDENTALE (BREST)";"4333 * ";"0100PR0366";"46-3";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Le/la candidat(e) recruté(e) doit pouvoir développer des projets innovants qui se rattacheront soit à l axe vulnérabilité, soit à l axe contentieux du laboratoire Lab-lex.";"Brest et Quimper";"";"2018";"1"
"0301687W";"UNIVERSITE DE NIMES";"4158 * ";"0044";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit Privé";"NIMES";"";"2018";"1"
"0333298F";"UNIVERSITE DE BORDEAUX";"337";"1134";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Philosophie du droit, Droit social, Droit international privé";"PESSAC";"";"2018";"1"
"0333298F";"UNIVERSITE DE BORDEAUX";"338";"PR01";"46-3";"PR";"Non";1;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Philosophie du droit, Droit social, Droit international privé";"PESSAC";"";"2018";"1"
"0370800U";"UNIVERSITE DE TOURS";"4368";"0048";"46-3";"PR";"Non";1;NA;NA;"01/09/2018";"09/02/2018";"12/03/2018";"Droit privé et sciences criminelles";"UFR Droit";"";"2018";"1"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"271 * ";"";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit privé et sciences criminelles";"Grenoble";"S";"2018";"1"
"0440984F";"UNIVERSITE DE NANTES";"4465 * ";"0066";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit de la famille";"Nantes et/ou La Roche s/Yon";"";"2018";"1"
"0450855K";"UNIVERSITE D'ORLEANS";"4322 * ";"PR0025";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit pénal, procédure pénale, droit privé";"UFR Collegium DEG - ORLEANS";"";"2018";"1"
"0593279U";"UNIVERSITE DE VALENCIENNES";"4180 * ";"";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit Processuel";"VALENCIENNES - LES TERTIALES";"";"2018";"1"
"0597065J";"UNIVERSITE DE LILLE";"2 * ";"";"46-3";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit privé - Droit des contrats";"LILLE";"";"2018";"1"
"0660437S";"UNIVERSITE DE PERPIGNAN (VIA DOMITIA)";"4180 * ";"PR0440";"46-3";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit privé et Sciences criminelles ";"TOUS LES SITES DE LA FACULTE SJE";"";"2018";"1"
"0673021V";"UNIVERSITE DE STRASBOURG";"4445 * ";"";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit privé";"Strasbourg";"";"2018";"1"
"0681166Y";"UNIVERSITE DE MULHOUSE";"4170 * ";"01 PR 0313";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit de l entreprise, droit de l environnement";"Fac des Sciences Eco, Soc. et Juridiques";"";"2018";"1"
"0730858L";"UNIVERSITE DE SAVOIE MONT-BLANC";"4215 * ";"408";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"E:Droit patrimonial et extrapatrimonial de la famille,droit notarial,droit comparé de la famille.R:Droit civil,droit patrimonial.Savoir-faire (projets collectifs de recherche,réseau international) ";"CHAMBERY";"S";"2018";"1"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4430 * ";"1710";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit financier et boursier ";"Ecole de management de la Sorbonne";"";"2018";"1"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4438 * ";"14160";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit du numérique";"Ecole de Droit de la Sorbonne";"";"2018";"1"
"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";"4203 * ";"PR0574";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"";"PARIS";"";"2018";"1"
"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";"4204 * ";"PR0033";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"";"PARIS";"";"2018";"1"
"0781944P";"UNIVERSITE VERSAILLES/SAINT-QUENTIN";"4167 * ";"";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit Privé";"DSP";"";"2018";"1"
"0811293R";"INSTITUT NATIONAL UNIV. D'ALBI";"4131 * ";"";"46-1";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Bioéthique, Droit des personnes, Droit de la santé, Droit des données personnelles";"Albi et Castres";"";"2018";"1"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4451 * ";"35";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit du travail";"NANTERRE";"";"2018";"1"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4454 * ";"1583";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit civil ¿ Droit des obligations ¿ Droit des contrats";"NANTERRE";"";"2018";"1"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4338 * ";"";"51";"PR";"Non";1;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"PR en droit civil et droit des affaires, droit français et comparé.Cours et recherche en langue anglaise possible.";"CERGY";"";"2018";"1"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"658 * ";"52628";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit administratif, droit des contrats administratifs, droit public économique, droit des collectivités territoriales et de la gestion des services publics ";"Aix en Provence";"";"2018";"2"
"0290346U";"UNIV. DE BRETAGNE OCCIDENTALE (BREST)";"4334 * ";"0200PR0677";"46-3";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"";"Brest et Quimper";"";"2018";"2"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"272 * ";"";"46-3";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit administratif des biens, droit public des affaires, droit public interne.";"Grenoble et Valence";"S";"2018";"2"
"0490970N";"UNIVERSITE D'ANGERS";"4286 * ";"PR0345";"46-1";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit Administratif, droit des services publics, droits des collectivités territoriales, action sociale";"ANGERS";"";"2018";"2"
"0511296G";"UNIVERSITE DE REIMS";"4317 * ";"02";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit international public, Droit de l'Union européenne.";"REIMS";"";"2018";"2"
"0597065J";"UNIVERSITE DE LILLE";"1 * ";"";"46-1";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public - Droit constitutionnel";"LILLE";"";"2018";"2"
"0673021V";"UNIVERSITE DE STRASBOURG";"4446 * ";"";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public économique et financier";"Strasbourg";"";"2018";"2"
"0720916E";"UNIVERSITE DU MANS";"4243 * ";"DEG02PR0324";"46-1";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit constitutionnel avec, si possible, une ouverture au droit européen.";"LE MANS";"";"2018";"2"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4439 * ";"14146";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit administratif (droit des collectivités territoriales)";"Centre Pantheon";"";"2018";"2"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4440 * ";"14429";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit de l'UE (UEM / droit de la culture)";"Ecole de Droit de la Sorbonne";"";"2018";"2"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4441 * ";"13447";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit constitutionnel - Droits constitutionnels étrangers";"Centre Pantheon";"";"2018";"2"
"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";"4205 * ";"PR0003";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"";"PARIS";"";"2018";"2"
"0761904G";"UNIVERSITE DE ROUEN";"4416 * ";"";"46-1";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public";"Rouen";"";"2018";"2"
"0830766G";"UNIVERSITE DE TOULON (VAR)";"4169 * ";"4169";"46-1";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Le profil pédagogique demandé exige à la fois des compétences généralistes en droit public et une spécialisation en droit des étrangers.";"Toulon centre ville";"";"2018";"2"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4455 * ";"1635";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public financier, Droit administratif général";"NANTERRE";"";"2018";"2"
"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";"4546 * ";"0763";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public et Droit administratif";"Faculte de droit  Creteil";"";"2018";"2"
"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";"4547 * ";"0003";"51";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public et Droit de l union européenne";"Faculte de droit  Creteil";"";"2018";"2"
"9710585J";"UNIVERSITE DES ANTILLES";"4306 * ";"";"46-3";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit des outre-mersDroit de l'Union Européenne appliquée aux Régions Ultrapériphériques";"Campus de Fouillole";"";"2018";"2"
"9710585J";"UNIVERSITE DES ANTILLES";"4322 * ";"";"46-1";"PR";"Non";2;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Droit public de la Caraïbe et des Amériques";"Campus de Schoelcher - Martinique";"";"2018";"2"
"0333298F";"UNIVERSITE DE BORDEAUX";"339";"1131";"51";"PR";"Non";3;NA;NA;"01/09/2018";"06/02/2018";"08/03/2018";"Histoire du droit et des institutions";"PESSAC";"S";"2018";"3"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4452 * ";"137";"51";"PR";"Non";3;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Professeur d'Histoire du droit et des institutions";"Nanterre";"";"2018";"3"
"0490970N";"UNIVERSITE D'ANGERS";"4287 * ";"PR1274";"46-1";"PR";"Non";4;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Histoire des idées politiques, sociologie politique";"ANGERS";"";"2018";"4"
"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";"4332 * ";"";"46-1";"PR";"Non";4;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sociologie de l¿action collective";"Bron";"";"2018";"4"
"0753431X";"I.E.P DE PARIS";"4082";"";"51";"PR";"Non";4;NA;NA;"01/09/2018";"07/02/2018";"12/03/2018";"Relations internationales : les travaux porteront sur les transformations du système international, la sociologie des acteurs internationaux et les nouveaux enjeux de sécurité internationale";"27 rue Saint-Guillaume - Paris";"";"2018";"4"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4453 * ";"51";"51";"PR";"Non";4;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sociologie politique";"Nanterre";"";"2018";"4"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4528";"05 PR ID 440";"46-1 1C";"PR";"Non";5;NA;NA;"01/09/2018";"01/02/2018";"08/03/2018";"Economie Théorique, Economie Appliquée";"ISEM";"";"2018";"5"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"657 * ";"56556";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie Politique Appliquée - Economie Publique Appliquée";"AIX MARSEILLE";"";"2018";"5"
"0251215K";"UNIVERSITE DE BESANCON";"4434 * ";"1232";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Théorie des incitations, Théorie des jeux, Microéconomie";"BESANCON";"";"2018";"5"
"0342321N";"UNIVERSITE DE MONTPELLIER";"246 * ";"0039";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Econométrie, Economie générale";"Montpellier";"";"2018";"5"
"0383493R";"UNIVERSITE GRENOBLE ALPES";"273 * ";"";"46-3";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Professeur à forte expérience internationale et spécialiste d¿économie politique appliquée aux thématiques de l économie monétaire et financière";"Grenoble";"S";"2018";"5"
"0421095M";"UNIVERSITE DE SAINT-ETIENNE";"4246 * ";"0005";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"ECONOMIE, POLITIQUES PUBLIQUES ET ESPACE";"ST ETIENNE";"S";"2018";"5"
"0450855K";"UNIVERSITE D'ORLEANS";"4323 * ";"PR0024";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie";"UFR Collegium DEG - ORLEANS";"";"2018";"5"
"0490970N";"UNIVERSITE D'ANGERS";"4288 * ";"PR0075";"46-3";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie du tourisme, des loisirs et de la culture";"ANGERS";"";"2018";"5"
"0542493S";"UNIVERSITE DE LORRAINE";"1062 * ";"05PR0048";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie publique";"Nancy";"";"2018";"5"
"0597065J";"UNIVERSITE DE LILLE";"8 * ";"";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie du développement.";"VILLENEUVE D'ASCQ";"S";"2018";"5"
"0597065J";"UNIVERSITE DE LILLE";"9 * ";"";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Econométrie";"VILLENEUVE D'ASCQ";"";"2018";"5"
"0597065J";"UNIVERSITE DE LILLE";"10 * ";"";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Banque Finance";"VILLENEUVE D'ASCQ";"";"2018";"5"
"0673021V";"UNIVERSITE DE STRASBOURG";"4447 * ";"";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie publique / Economie expérimentale";"Strasbourg";"";"2018";"5"
"0691775E";"UNIVERSITE LYON 2 (LUMIERE)";"4357 * ";"";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie comportementale, économie quantitative";"Lyon - Ecully";"S";"2018";"5"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4419 * ";"20123";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie expérimentale";" Ecole d'economie de la Sorbonne /UFR 02";"";"2018";"5"
"0751717J";"UNIVERSITE PARIS 1 (PANTHEON-SORBONNE)";"4422 * ";"1632";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Histoire de la Macroéconomie";"Ecole d'Economie de la Sorbonne - UFR 02";"";"2018";"5"
"0751718K";"UNIVERSITE PARIS 2 (PANTHEON-ASSAS)";"4206 * ";"PR0262";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"";"PARIS";"";"2018";"5"
"0753488J";"INALCO PARIS";"4115";"440";"46-1";"PR";"Non";5;13;NA;"01/09/2018";"20/02/2018";"22/03/2018";"Économie et société de la Russie et de l'espace post-soviétique";"65 rue des Grands Moulins";"";"2018";"5"
"0911101C";"UNIVERSITE PARIS 11";"4507 * ";"";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie géographique et urbaine, Economie de l¿innovation, Economie internationale, Economiedes réseaux";"Sceaux";"";"2018";"5"
"0921204J";"UNIVERSITE PARIS 10 (NANTERRE)";"4461 * ";"22";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Economie institutionnaliste, analyse économique des institutions.";"NANTERRE";"";"2018";"5"
"0941111X";"UNIVERSITE PARIS EST CRETEIL (PARIS 12";"4555 * ";"0040";"46-1";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Économie internationale";"Campus du mail des meches, Creteil";"S";"2018";"5"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4339 * ";"";"46-4 1C";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Les champs de recherche porteront sur la théorie microéconomique et la théorie des jeux. L'EC devra s'impliquer pleinement dans la vie du la composante et de l'équipe de recherche.";"CERGY";"";"2018";"5"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4340 * ";"";"46-4 1C";"PR";"Non";5;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Les champs de recherche porteront sur la théorie microéconomique et la théorie des jeux. L'EC devra s'impliquer pleinement dans la vie du la composante et de l'équipe de recherche.";"CERGY";"";"2018";"5"
"0951793H";"UNIVERSITE DE CERGY-PONTOISE";"4362";"";"46-1 1C";"PR";"Non";5;NA;NA;"01/09/2018";"23/02/2018";"29/03/2018";"La personne recrutée rejoindra l¿UFR d¿économie et de gestion et le laboratoire Thema. Ses champs de recherche porteront sur la théorie des incitations. ";"CERGY";"";"2018";"5"
"0060931E";"UNIVERSITE DE NICE (SOPHIA ANTIPOLIS)";"4529";"06 PR ID 520";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"01/02/2018";"08/03/2018";"Marketing, Management International, marketing digital";"IAE";"";"2018";"6"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"656 * ";"52846";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management stratégique, Management International";"Aix en Provence";"";"2018";"6"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"660 * ";"52766";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management stratégique des ressources de l'entreprise dans un contexte RSE";"Puyricard";"";"2018";"6"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"661 * ";"52892";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management public et management stratégique territorial";"Aix en Provence";"";"2018";"6"
"0134009M";"UNIVERSITE AIX-MARSEILLE";"671 * ";"58754";"46-3";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Management des éditions et des industries culturelles";"Aix en Provence";"";"2018";"6"
"0141408E";"UNIVERSITE DE CAEN";"4377 * ";"";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Pilotage de la performance - Entrepreneuriat";"CAEN";"";"2018";"6"
"0141408E";"UNIVERSITE DE CAEN";"4385 * ";"";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"MANAGEMENT DU SOCIAL OU DE LA SANTE OU DE L'ECONOMIE SOCIALE ET SOLIDAIRE";"CAEN";"";"2018";"6"
"0171463Y";"UNIVERSITE DE LA ROCHELLE";"4128 * ";"";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Sciences de gestion";"Universite La Rochelle";"";"2018";"6"
"0290346U";"UNIV. DE BRETAGNE OCCIDENTALE (BREST)";"4346 * ";"0600PR1216";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Ressources Humaines";"Brest";"";"2018";"6"
"0342321N";"UNIVERSITE DE MONTPELLIER";"263 * ";"0000";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Renforcer l¿axe marketing et transformation numérique de l¿IAE et l¿équipe de recherche MRM en marketing.Responsabilités administratives et pédagogiques. Enseignements : marketing et e-marketing.";"Montpellier";"";"2018";"6"
"0342321N";"UNIVERSITE DE MONTPELLIER";"269 * ";"1145";"46-1";"PR";"Non";6;NA;NA;"01/09/2018";"22/02/2018";"29/03/2018";"Les besoins en enseignement concernent surtout le marketing. Il est demandé d¿être capable d¿enseigner en anglais et de prendre des responsabilités administratives.";"Beziers";"";"2018";"6"
